plz,kreisid,kreisname
57392,147,Hochsauerlandkreis
59846,147,Hochsauerlandkreis
59955,147,Hochsauerlandkreis
57319,148,Siegen-Wittgenstein
57299,148,Siegen-Wittgenstein
57339,148,Siegen-Wittgenstein
57258,148,Siegen-Wittgenstein
57271,148,Siegen-Wittgenstein
57223,148,Siegen-Wittgenstein
57334,148,Siegen-Wittgenstein
57250,148,Siegen-Wittgenstein
57290,148,Siegen-Wittgenstein
57072,148,Siegen-Wittgenstein
57234,148,Siegen-Wittgenstein
58553,149,Olpe – Märkischer Kreis I
58849,149,Olpe – Märkischer Kreis I
58566,149,Olpe – Märkischer Kreis I
58507,149,Olpe – Märkischer Kreis I
58540,149,Olpe – Märkischer Kreis I
58579,149,Olpe – Märkischer Kreis I
57439,149,Olpe – Märkischer Kreis I
57489,149,Olpe – Märkischer Kreis I
57413,149,Olpe – Märkischer Kreis I
57399,149,Olpe – Märkischer Kreis I
57368,149,Olpe – Märkischer Kreis I
57462,149,Olpe – Märkischer Kreis I
57482,149,Olpe – Märkischer Kreis I
58762,150,Märkischer Kreis II
58802,150,Märkischer Kreis II
58675,150,Märkischer Kreis II
58636,150,Märkischer Kreis II
58706,150,Märkischer Kreis II
58769,150,Märkischer Kreis II
58809,150,Märkischer Kreis II
58840,150,Märkischer Kreis II
58791,150,Märkischer Kreis II
4886,151,Nordsachsen
4849,151,Nordsachsen
4886,151,Nordsachsen
4874,151,Nordsachsen
4758,151,Nordsachsen
4774,151,Nordsachsen
4509,151,Nordsachsen
4838,151,Nordsachsen
4880,151,Nordsachsen
4860,151,Nordsachsen
4838,151,Nordsachsen
4880,151,Nordsachsen
4838,151,Nordsachsen
4509,151,Nordsachsen
4838,151,Nordsachsen
4758,151,Nordsachsen
4509,151,Nordsachsen
4862,151,Nordsachsen
4769,151,Nordsachsen
4758,151,Nordsachsen
4758,151,Nordsachsen
4519,151,Nordsachsen
4435,151,Nordsachsen
4509,151,Nordsachsen
4425,151,Nordsachsen
4860,151,Nordsachsen
4880,151,Nordsachsen
4779,151,Nordsachsen
4509,151,Nordsachsen
4838,151,Nordsachsen
4109,152,Leipzig I
4109,153,Leipzig II
4651,154,Leipzig-Land
4683,154,Leipzig-Land
4828,154,Leipzig-Land
4564,154,Leipzig-Land
4552,154,Leipzig-Land
4451,154,Leipzig-Land
4821,154,Leipzig-Land
4680,154,Leipzig-Land
4523,154,Leipzig-Land
4654,154,Leipzig-Land
4643,154,Leipzig-Land
4668,154,Leipzig-Land
4539,154,Leipzig-Land
4463,154,Leipzig-Land
4567,154,Leipzig-Land
4808,154,Leipzig-Land
4827,154,Leipzig-Land
4416,154,Leipzig-Land
4420,154,Leipzig-Land
4683,154,Leipzig-Land
4575,154,Leipzig-Land
4668,154,Leipzig-Land
4668,154,Leipzig-Land
4523,154,Leipzig-Land
4565,154,Leipzig-Land
4571,154,Leipzig-Land
4808,154,Leipzig-Land
4687,154,Leipzig-Land
4808,154,Leipzig-Land
4442,154,Leipzig-Land
1640,155,Meißen
1665,155,Meißen
1561,155,Meißen
1612,155,Meißen
1609,155,Meißen
1558,155,Meißen
1594,155,Meißen
1665,155,Meißen
1665,155,Meißen
1561,155,Meißen
1623,155,Meißen
1662,155,Meißen
1468,155,Meißen
1689,155,Meißen
1683,155,Meißen
1612,155,Meißen
1561,155,Meißen
1445,155,Meißen
1471,155,Meißen
1589,155,Meißen
1609,155,Meißen
1561,155,Meißen
1594,155,Meißen
1616,155,Meißen
1561,155,Meißen
1689,155,Meißen
1609,155,Meißen
1619,155,Meißen
2625,156,Bautzen I
2994,156,Bautzen I
1877,156,Bautzen I
1906,156,Bautzen I
1920,156,Bautzen I
2733,156,Bautzen I
1877,156,Bautzen I
2692,156,Bautzen I
2979,156,Bautzen I
1920,156,Bautzen I
1909,156,Bautzen I
2633,156,Bautzen I
2694,156,Bautzen I
1909,156,Bautzen I
1936,156,Bautzen I
2692,156,Bautzen I
1920,156,Bautzen I
2627,156,Bautzen I
2977,156,Bautzen I
1917,156,Bautzen I
1936,156,Bautzen I
2699,156,Bautzen I
2627,156,Bautzen I
1936,156,Bautzen I
2991,156,Bautzen I
1896,156,Bautzen I
2999,156,Bautzen I
2694,156,Bautzen I
1920,156,Bautzen I
2699,156,Bautzen I
1936,156,Bautzen I
1904,156,Bautzen I
2692,156,Bautzen I
1896,156,Bautzen I
1920,156,Bautzen I
1920,156,Bautzen I
1896,156,Bautzen I
2699,156,Bautzen I
1920,156,Bautzen I
2627,156,Bautzen I
1920,156,Bautzen I
1877,156,Bautzen I
2681,156,Bautzen I
1877,156,Bautzen I
1936,156,Bautzen I
2689,156,Bautzen I
2979,156,Bautzen I
1920,156,Bautzen I
1904,156,Bautzen I
2627,156,Bautzen I
2681,156,Bautzen I
2997,156,Bautzen I
2953,157,Görlitz
2736,157,Görlitz
2748,157,Görlitz
2763,157,Görlitz
2943,157,Görlitz
2708,157,Görlitz
2730,157,Görlitz
2953,157,Görlitz
2826,157,Görlitz
2959,157,Görlitz
2779,157,Görlitz
2708,157,Görlitz
2923,157,Görlitz
2779,157,Görlitz
2747,157,Görlitz
2906,157,Görlitz
2923,157,Görlitz
2796,157,Görlitz
2923,157,Görlitz
2829,157,Görlitz
2739,157,Görlitz
2957,157,Görlitz
2906,157,Görlitz
2708,157,Görlitz
2794,157,Görlitz
2708,157,Görlitz
2829,157,Görlitz
2763,157,Görlitz
2906,157,Görlitz
2829,157,Görlitz
2742,157,Görlitz
2906,157,Görlitz
2791,157,Görlitz
2785,157,Görlitz
2736,157,Görlitz
2899,157,Görlitz
2797,157,Görlitz
2906,157,Görlitz
2894,157,Görlitz
2956,157,Görlitz
2708,157,Görlitz
2929,157,Görlitz
2959,157,Görlitz
2899,157,Görlitz
2708,157,Görlitz
2829,157,Görlitz
2782,157,Görlitz
2959,157,Görlitz
2894,157,Görlitz
2906,157,Görlitz
2957,157,Görlitz
2943,157,Görlitz
2763,157,Görlitz
1773,158,Sächsische Schweiz-Osterzgebirge
1816,158,Sächsische Schweiz-Osterzgebirge
1814,158,Sächsische Schweiz-Osterzgebirge
1819,158,Sächsische Schweiz-Osterzgebirge
1728,158,Sächsische Schweiz-Osterzgebirge
1744,158,Sächsische Schweiz-Osterzgebirge
1796,158,Sächsische Schweiz-Osterzgebirge
1809,158,Sächsische Schweiz-Osterzgebirge
1738,158,Sächsische Schweiz-Osterzgebirge
1833,158,Sächsische Schweiz-Osterzgebirge
1705,158,Sächsische Schweiz-Osterzgebirge
1768,158,Sächsische Schweiz-Osterzgebirge
1824,158,Sächsische Schweiz-Osterzgebirge
1762,158,Sächsische Schweiz-Osterzgebirge
1809,158,Sächsische Schweiz-Osterzgebirge
1776,158,Sächsische Schweiz-Osterzgebirge
1848,158,Sächsische Schweiz-Osterzgebirge
1774,158,Sächsische Schweiz-Osterzgebirge
1824,158,Sächsische Schweiz-Osterzgebirge
1731,158,Sächsische Schweiz-Osterzgebirge
1825,158,Sächsische Schweiz-Osterzgebirge
1847,158,Sächsische Schweiz-Osterzgebirge
1809,158,Sächsische Schweiz-Osterzgebirge
1844,158,Sächsische Schweiz-Osterzgebirge
1796,158,Sächsische Schweiz-Osterzgebirge
1734,158,Sächsische Schweiz-Osterzgebirge
1824,158,Sächsische Schweiz-Osterzgebirge
1814,158,Sächsische Schweiz-Osterzgebirge
1814,158,Sächsische Schweiz-Osterzgebirge
1824,158,Sächsische Schweiz-Osterzgebirge
1855,158,Sächsische Schweiz-Osterzgebirge
1829,158,Sächsische Schweiz-Osterzgebirge
1833,158,Sächsische Schweiz-Osterzgebirge
1796,158,Sächsische Schweiz-Osterzgebirge
1737,158,Sächsische Schweiz-Osterzgebirge
1723,158,Sächsische Schweiz-Osterzgebirge
1067,159,Dresden I
1067,160,Dresden II – Bautzen II
1477,160,Dresden II – Bautzen II
1900,160,Dresden II – Bautzen II
1458,160,Dresden II – Bautzen II
1454,160,Dresden II – Bautzen II
1454,160,Dresden II – Bautzen II
9648,161,Mittelsachsen
9573,161,Mittelsachsen
9627,161,Mittelsachsen
9618,161,Mittelsachsen
4720,161,Mittelsachsen
9619,161,Mittelsachsen
9575,161,Mittelsachsen
9557,161,Mittelsachsen
9669,161,Mittelsachsen
9623,161,Mittelsachsen
9599,161,Mittelsachsen
9618,161,Mittelsachsen
9603,161,Mittelsachsen
4720,161,Mittelsachsen
9661,161,Mittelsachsen
9633,161,Mittelsachsen
4746,161,Mittelsachsen
9648,161,Mittelsachsen
4703,161,Mittelsachsen
9573,161,Mittelsachsen
9638,161,Mittelsachsen
9648,161,Mittelsachsen
9619,161,Mittelsachsen
9544,161,Mittelsachsen
9577,161,Mittelsachsen
9600,161,Mittelsachsen
9569,161,Mittelsachsen
4749,161,Mittelsachsen
9623,161,Mittelsachsen
9629,161,Mittelsachsen
9661,161,Mittelsachsen
4741,161,Mittelsachsen
9619,161,Mittelsachsen
9661,161,Mittelsachsen
4736,161,Mittelsachsen
9600,161,Mittelsachsen
4720,161,Mittelsachsen
9111,162,Chemnitz
9392,163,Chemnitzer Umland – Erzgebirgskreis II
9235,163,Chemnitzer Umland – Erzgebirgskreis II
9390,163,Chemnitzer Umland – Erzgebirgskreis II
9394,163,Chemnitzer Umland – Erzgebirgskreis II
9387,163,Chemnitzer Umland – Erzgebirgskreis II
9385,163,Chemnitzer Umland – Erzgebirgskreis II
9221,163,Chemnitzer Umland – Erzgebirgskreis II
9366,163,Chemnitzer Umland – Erzgebirgskreis II
9399,163,Chemnitzer Umland – Erzgebirgskreis II
9376,163,Chemnitzer Umland – Erzgebirgskreis II
9366,163,Chemnitzer Umland – Erzgebirgskreis II
9380,163,Chemnitzer Umland – Erzgebirgskreis II
8297,163,Chemnitzer Umland – Erzgebirgskreis II
9217,163,Chemnitzer Umland – Erzgebirgskreis II
9236,163,Chemnitzer Umland – Erzgebirgskreis II
9306,163,Chemnitzer Umland – Erzgebirgskreis II
9326,163,Chemnitzer Umland – Erzgebirgskreis II
9232,163,Chemnitzer Umland – Erzgebirgskreis II
9306,163,Chemnitzer Umland – Erzgebirgskreis II
9306,163,Chemnitzer Umland – Erzgebirgskreis II
9244,163,Chemnitzer Umland – Erzgebirgskreis II
9328,163,Chemnitzer Umland – Erzgebirgskreis II
9241,163,Chemnitzer Umland – Erzgebirgskreis II
9322,163,Chemnitzer Umland – Erzgebirgskreis II
9306,163,Chemnitzer Umland – Erzgebirgskreis II
9306,163,Chemnitzer Umland – Erzgebirgskreis II
9249,163,Chemnitzer Umland – Erzgebirgskreis II
9306,163,Chemnitzer Umland – Erzgebirgskreis II
9306,163,Chemnitzer Umland – Erzgebirgskreis II
9337,163,Chemnitzer Umland – Erzgebirgskreis II
9337,163,Chemnitzer Umland – Erzgebirgskreis II
9355,163,Chemnitzer Umland – Erzgebirgskreis II
9337,163,Chemnitzer Umland – Erzgebirgskreis II
9350,163,Chemnitzer Umland – Erzgebirgskreis II
9212,163,Chemnitzer Umland – Erzgebirgskreis II
9243,163,Chemnitzer Umland – Erzgebirgskreis II
9353,163,Chemnitzer Umland – Erzgebirgskreis II
9356,163,Chemnitzer Umland – Erzgebirgskreis II
9439,164,Erzgebirgskreis I
9456,164,Erzgebirgskreis I
8280,164,Erzgebirgskreis I
9471,164,Erzgebirgskreis I
8324,164,Erzgebirgskreis I
9437,164,Erzgebirgskreis I
8359,164,Erzgebirgskreis I
9474,164,Erzgebirgskreis I
9548,164,Erzgebirgskreis I
9430,164,Erzgebirgskreis I
9427,164,Erzgebirgskreis I
8309,164,Erzgebirgskreis I
9481,164,Erzgebirgskreis I
9423,164,Erzgebirgskreis I
9468,164,Erzgebirgskreis I
9405,164,Erzgebirgskreis I
9432,164,Erzgebirgskreis I
9518,164,Erzgebirgskreis I
8344,164,Erzgebirgskreis I
9579,164,Erzgebirgskreis I
9526,164,Erzgebirgskreis I
8349,164,Erzgebirgskreis I
9477,164,Erzgebirgskreis I
9471,164,Erzgebirgskreis I
8315,164,Erzgebirgskreis I
8294,164,Erzgebirgskreis I
9496,164,Erzgebirgskreis I
9456,164,Erzgebirgskreis I
9484,164,Erzgebirgskreis I
9526,164,Erzgebirgskreis I
9514,164,Erzgebirgskreis I
8352,164,Erzgebirgskreis I
9481,164,Erzgebirgskreis I
9487,164,Erzgebirgskreis I
8289,164,Erzgebirgskreis I
8304,164,Erzgebirgskreis I
8340,164,Erzgebirgskreis I
9465,164,Erzgebirgskreis I
9548,164,Erzgebirgskreis I
8328,164,Erzgebirgskreis I
9468,164,Erzgebirgskreis I
9488,164,Erzgebirgskreis I
9419,164,Erzgebirgskreis I
9429,164,Erzgebirgskreis I
9405,164,Erzgebirgskreis I
8321,164,Erzgebirgskreis I
8451,165,Zwickau
8147,165,Zwickau
8393,165,Zwickau
8427,165,Zwickau
8371,165,Zwickau
8118,165,Zwickau
8107,165,Zwickau
8144,165,Zwickau
8107,165,Zwickau
8428,165,Zwickau
8134,165,Zwickau
8115,165,Zwickau
8393,165,Zwickau
8132,165,Zwickau
8459,165,Zwickau
8396,165,Zwickau
8141,165,Zwickau
8373,165,Zwickau
8393,165,Zwickau
8396,165,Zwickau
8412,165,Zwickau
8134,165,Zwickau
8112,165,Zwickau
8056,165,Zwickau
8626,166,Vogtlandkreis
8209,166,Vogtlandkreis
8648,166,Vogtlandkreis
8645,166,Vogtlandkreis
8239,166,Vogtlandkreis
8606,166,Vogtlandkreis
8626,166,Vogtlandkreis
8236,166,Vogtlandkreis
7985,166,Vogtlandkreis
8223,166,Vogtlandkreis
8223,166,Vogtlandkreis
8468,166,Vogtlandkreis
8248,166,Vogtlandkreis
8485,166,Vogtlandkreis
8491,166,Vogtlandkreis
8258,166,Vogtlandkreis
8261,166,Vogtlandkreis
8262,166,Vogtlandkreis
8491,166,Vogtlandkreis
8541,166,Vogtlandkreis
8496,166,Vogtlandkreis
8223,166,Vogtlandkreis
8606,166,Vogtlandkreis
7952,166,Vogtlandkreis
8523,166,Vogtlandkreis
8543,166,Vogtlandkreis
8468,166,Vogtlandkreis
8228,166,Vogtlandkreis
8539,166,Vogtlandkreis
8261,166,Vogtlandkreis
8237,166,Vogtlandkreis
8541,166,Vogtlandkreis
8606,166,Vogtlandkreis
8233,166,Vogtlandkreis
8606,166,Vogtlandkreis
8538,166,Vogtlandkreis
8223,166,Vogtlandkreis
34385,167,Waldeck
34225,167,Waldeck
34479,167,Waldeck
34379,167,Waldeck
34308,167,Waldeck
34393,167,Waldeck
34317,167,Waldeck
34369,167,Waldeck
34376,167,Waldeck
34396,167,Waldeck
34311,167,Waldeck
34359,167,Waldeck
34270,167,Waldeck
34388,167,Waldeck
34466,167,Waldeck
34289,167,Waldeck
34399,167,Waldeck
0,167,Waldeck
34454,167,Waldeck
34537,167,Waldeck
34519,167,Waldeck
34474,167,Waldeck
34549,167,Waldeck
34497,167,Waldeck
35104,167,Waldeck
34477,167,Waldeck
34471,167,Waldeck
34513,167,Waldeck
34508,167,Waldeck
34117,168,Kassel
34292,168,Kassel
34314,168,Kassel
34277,168,Kassel
34233,168,Kassel
34298,168,Kassel
34260,168,Kassel
34253,168,Kassel
34329,168,Kassel
34266,168,Kassel
34320,168,Kassel
34246,168,Kassel
36211,169,Werra-Meißner – Hersfeld-Rotenburg
36251,169,Werra-Meißner – Hersfeld-Rotenburg
36179,169,Werra-Meißner – Hersfeld-Rotenburg
36287,169,Werra-Meißner – Hersfeld-Rotenburg
36219,169,Werra-Meißner – Hersfeld-Rotenburg
36289,169,Werra-Meißner – Hersfeld-Rotenburg
36282,169,Werra-Meißner – Hersfeld-Rotenburg
36166,169,Werra-Meißner – Hersfeld-Rotenburg
36266,169,Werra-Meißner – Hersfeld-Rotenburg
36284,169,Werra-Meißner – Hersfeld-Rotenburg
36275,169,Werra-Meißner – Hersfeld-Rotenburg
36251,169,Werra-Meißner – Hersfeld-Rotenburg
36214,169,Werra-Meißner – Hersfeld-Rotenburg
36286,169,Werra-Meißner – Hersfeld-Rotenburg
36272,169,Werra-Meißner – Hersfeld-Rotenburg
36269,169,Werra-Meißner – Hersfeld-Rotenburg
36217,169,Werra-Meißner – Hersfeld-Rotenburg
36199,169,Werra-Meißner – Hersfeld-Rotenburg
36277,169,Werra-Meißner – Hersfeld-Rotenburg
36208,169,Werra-Meißner – Hersfeld-Rotenburg
37242,169,Werra-Meißner – Hersfeld-Rotenburg
37297,169,Werra-Meißner – Hersfeld-Rotenburg
37269,169,Werra-Meißner – Hersfeld-Rotenburg
37247,169,Werra-Meißner – Hersfeld-Rotenburg
37293,169,Werra-Meißner – Hersfeld-Rotenburg
37235,169,Werra-Meißner – Hersfeld-Rotenburg
37276,169,Werra-Meißner – Hersfeld-Rotenburg
37290,169,Werra-Meißner – Hersfeld-Rotenburg
37249,169,Werra-Meißner – Hersfeld-Rotenburg
37296,169,Werra-Meißner – Hersfeld-Rotenburg
36205,169,Werra-Meißner – Hersfeld-Rotenburg
37284,169,Werra-Meißner – Hersfeld-Rotenburg
37281,169,Werra-Meißner – Hersfeld-Rotenburg
37287,169,Werra-Meißner – Hersfeld-Rotenburg
37299,169,Werra-Meißner – Hersfeld-Rotenburg
37213,169,Werra-Meißner – Hersfeld-Rotenburg
0,169,Werra-Meißner – Hersfeld-Rotenburg
34582,170,Schwalm-Eder
34295,170,Schwalm-Eder
34587,170,Schwalm-Eder
34621,170,Schwalm-Eder
34560,170,Schwalm-Eder
34630,170,Schwalm-Eder
34281,170,Schwalm-Eder
34302,170,Schwalm-Eder
34576,170,Schwalm-Eder
34632,170,Schwalm-Eder
34593,170,Schwalm-Eder
34327,170,Schwalm-Eder
34323,170,Schwalm-Eder
34212,170,Schwalm-Eder
34326,170,Schwalm-Eder
34599,170,Schwalm-Eder
34626,170,Schwalm-Eder
34305,170,Schwalm-Eder
36280,170,Schwalm-Eder
34633,170,Schwalm-Eder
34637,170,Schwalm-Eder
34613,170,Schwalm-Eder
34639,170,Schwalm-Eder
34286,170,Schwalm-Eder
34590,170,Schwalm-Eder
34628,170,Schwalm-Eder
34596,170,Schwalm-Eder
35108,170,Schwalm-Eder
35088,170,Schwalm-Eder
59969,170,Schwalm-Eder
35099,170,Schwalm-Eder
35110,170,Schwalm-Eder
35066,170,Schwalm-Eder
35285,170,Schwalm-Eder
35114,170,Schwalm-Eder
35116,170,Schwalm-Eder
35119,170,Schwalm-Eder
34516,170,Schwalm-Eder
35287,171,Marburg
35719,171,Marburg
35080,171,Marburg
35216,171,Marburg
35236,171,Marburg
35091,171,Marburg
35232,171,Marburg
35085,171,Marburg
35112,171,Marburg
35075,171,Marburg
35274,171,Marburg
35094,171,Marburg
35102,171,Marburg
35037,171,Marburg
35117,171,Marburg
35279,171,Marburg
35282,171,Marburg
35260,171,Marburg
35239,171,Marburg
35096,171,Marburg
35083,171,Marburg
35288,171,Marburg
35444,172,Lahn-Dill
35435,172,Lahn-Dill
35614,172,Lahn-Dill
35649,172,Lahn-Dill
35619,172,Lahn-Dill
35767,172,Lahn-Dill
35716,172,Lahn-Dill
35683,172,Lahn-Dill
35759,172,Lahn-Dill
35630,172,Lahn-Dill
35713,172,Lahn-Dill
35753,172,Lahn-Dill
35708,172,Lahn-Dill
35745,172,Lahn-Dill
35644,172,Lahn-Dill
35625,172,Lahn-Dill
35633,172,Lahn-Dill
35638,172,Lahn-Dill
35756,172,Lahn-Dill
35641,172,Lahn-Dill
35768,172,Lahn-Dill
35764,172,Lahn-Dill
35606,172,Lahn-Dill
35647,172,Lahn-Dill
35578,172,Lahn-Dill
35469,173,Gießen
35418,173,Gießen
35463,173,Gießen
35390,173,Gießen
35305,173,Gießen
35452,173,Gießen
35410,173,Gießen
35428,173,Gießen
35321,173,Gießen
35423,173,Gießen
35440,173,Gießen
35457,173,Gießen
35415,173,Gießen
35466,173,Gießen
35447,173,Gießen
35460,173,Gießen
36304,173,Gießen
36326,173,Gießen
36325,173,Gießen
35329,173,Gießen
35315,173,Gießen
36320,173,Gießen
35325,173,Gießen
36329,173,Gießen
36399,174,Fulda
36323,174,Fulda
36355,174,Fulda
36358,174,Fulda
36341,174,Fulda
36369,174,Fulda
36110,174,Fulda
36318,174,Fulda
35327,174,Fulda
36367,174,Fulda
36364,174,Fulda
36151,174,Fulda
36160,174,Fulda
36157,174,Fulda
36115,174,Fulda
36124,174,Fulda
36132,174,Fulda
36103,174,Fulda
36037,174,Fulda
36129,174,Fulda
36137,174,Fulda
36115,174,Fulda
36145,174,Fulda
36154,174,Fulda
36088,174,Fulda
36148,174,Fulda
36093,174,Fulda
36119,174,Fulda
36167,174,Fulda
36100,174,Fulda
36163,174,Fulda
36169,174,Fulda
36142,174,Fulda
63619,175,Main-Kinzig – Wetterau II – Schotten
63628,175,Main-Kinzig – Wetterau II – Schotten
63599,175,Main-Kinzig – Wetterau II – Schotten
63633,175,Main-Kinzig – Wetterau II – Schotten
63636,175,Main-Kinzig – Wetterau II – Schotten
63639,175,Main-Kinzig – Wetterau II – Schotten
63579,175,Main-Kinzig – Wetterau II – Schotten
63571,175,Main-Kinzig – Wetterau II – Schotten
63584,175,Main-Kinzig – Wetterau II – Schotten
63637,175,Main-Kinzig – Wetterau II – Schotten
63589,175,Main-Kinzig – Wetterau II – Schotten
36381,175,Main-Kinzig – Wetterau II – Schotten
36391,175,Main-Kinzig – Wetterau II – Schotten
36396,175,Main-Kinzig – Wetterau II – Schotten
63607,175,Main-Kinzig – Wetterau II – Schotten
0,175,Main-Kinzig – Wetterau II – Schotten
63674,175,Main-Kinzig – Wetterau II – Schotten
63654,175,Main-Kinzig – Wetterau II – Schotten
63688,175,Main-Kinzig – Wetterau II – Schotten
63695,175,Main-Kinzig – Wetterau II – Schotten
63697,175,Main-Kinzig – Wetterau II – Schotten
63699,175,Main-Kinzig – Wetterau II – Schotten
63694,175,Main-Kinzig – Wetterau II – Schotten
63683,175,Main-Kinzig – Wetterau II – Schotten
63679,175,Main-Kinzig – Wetterau II – Schotten
61343,176,Hochtaunus
61381,176,Hochtaunus
61479,176,Hochtaunus
61279,176,Hochtaunus
61267,176,Hochtaunus
61440,176,Hochtaunus
61389,176,Hochtaunus
61250,176,Hochtaunus
61273,176,Hochtaunus
61276,176,Hochtaunus
65614,176,Hochtaunus
35792,176,Hochtaunus
35794,176,Hochtaunus
35799,176,Hochtaunus
65594,176,Hochtaunus
65606,176,Hochtaunus
35781,176,Hochtaunus
35789,176,Hochtaunus
35796,176,Hochtaunus
61231,177,Wetterau I
61118,177,Wetterau I
35510,177,Wetterau I
61209,177,Wetterau I
61197,177,Wetterau I
61169,177,Wetterau I
61184,177,Wetterau I
35516,177,Wetterau I
63667,177,Wetterau I
61194,177,Wetterau I
61239,177,Wetterau I
63691,177,Wetterau I
61203,177,Wetterau I
35519,177,Wetterau I
61191,177,Wetterau I
61200,177,Wetterau I
61206,177,Wetterau I
65326,178,Rheingau-Taunus – Limburg
65307,178,Rheingau-Taunus – Limburg
65343,178,Rheingau-Taunus – Limburg
65366,178,Rheingau-Taunus – Limburg
65321,178,Rheingau-Taunus – Limburg
65329,178,Rheingau-Taunus – Limburg
65510,178,Rheingau-Taunus – Limburg
65510,178,Rheingau-Taunus – Limburg
65399,178,Rheingau-Taunus – Limburg
65391,178,Rheingau-Taunus – Limburg
65527,178,Rheingau-Taunus – Limburg
65375,178,Rheingau-Taunus – Limburg
65385,178,Rheingau-Taunus – Limburg
65388,178,Rheingau-Taunus – Limburg
65232,178,Rheingau-Taunus – Limburg
65529,178,Rheingau-Taunus – Limburg
65396,178,Rheingau-Taunus – Limburg
65611,178,Rheingau-Taunus – Limburg
65520,178,Rheingau-Taunus – Limburg
65599,178,Rheingau-Taunus – Limburg
65627,178,Rheingau-Taunus – Limburg
65604,178,Rheingau-Taunus – Limburg
65589,178,Rheingau-Taunus – Limburg
65597,178,Rheingau-Taunus – Limburg
65549,178,Rheingau-Taunus – Limburg
65618,178,Rheingau-Taunus – Limburg
65620,178,Rheingau-Taunus – Limburg
65183,179,Wiesbaden
63486,180,Hanau
63526,180,Hanau
63538,180,Hanau
63546,180,Hanau
63450,180,Hanau
63594,180,Hanau
63505,180,Hanau
63477,180,Hanau
63543,180,Hanau
61130,180,Hanau
61138,180,Hanau
63517,180,Hanau
63549,180,Hanau
61137,180,Hanau
61462,181,Main-Taunus
61476,181,Main-Taunus
61449,181,Main-Taunus
65812,181,Main-Taunus
65817,181,Main-Taunus
65760,181,Main-Taunus
65439,181,Main-Taunus
65795,181,Main-Taunus
65239,181,Main-Taunus
65719,181,Main-Taunus
65779,181,Main-Taunus
65830,181,Main-Taunus
65835,181,Main-Taunus
65824,181,Main-Taunus
65843,181,Main-Taunus
60311,182,Frankfurt am Main I
60311,183,Frankfurt am Main II
64584,184,Groß-Gerau
65474,184,Groß-Gerau
64572,184,Groß-Gerau
64579,184,Groß-Gerau
65462,184,Groß-Gerau
64521,184,Groß-Gerau
65451,184,Groß-Gerau
64546,184,Groß-Gerau
64569,184,Groß-Gerau
65479,184,Groß-Gerau
64560,184,Groß-Gerau
65428,184,Groß-Gerau
64589,184,Groß-Gerau
65468,184,Groß-Gerau
63065,185,Offenbach
63128,185,Offenbach
63303,185,Offenbach
63329,185,Offenbach
63150,185,Offenbach
63225,185,Offenbach
63165,185,Offenbach
63263,185,Offenbach
63179,185,Offenbach
64283,186,Darmstadt
64665,186,Darmstadt
64404,186,Darmstadt
64859,186,Darmstadt
64390,186,Darmstadt
64347,186,Darmstadt
64409,186,Darmstadt
64397,186,Darmstadt
64367,186,Darmstadt
64839,186,Darmstadt
64372,186,Darmstadt
64319,186,Darmstadt
64380,186,Darmstadt
64342,186,Darmstadt
64331,186,Darmstadt
64832,187,Odenwald
64807,187,Odenwald
64405,187,Odenwald
64401,187,Odenwald
64823,187,Odenwald
64846,187,Odenwald
64853,187,Odenwald
64354,187,Odenwald
64850,187,Odenwald
64732,187,Odenwald
64395,187,Odenwald
64747,187,Odenwald
64753,187,Odenwald
64711,187,Odenwald
64407,187,Odenwald
64739,187,Odenwald
64750,187,Odenwald
64720,187,Odenwald
64756,187,Odenwald
64385,187,Odenwald
64760,187,Odenwald
63512,187,Odenwald
63533,187,Odenwald
63110,187,Odenwald
63322,187,Odenwald
63500,187,Odenwald
69518,188,Bergstraße
64625,188,Bergstraße
68647,188,Bergstraße
69488,188,Bergstraße
68642,188,Bergstraße
64683,188,Bergstraße
64658,188,Bergstraße
69517,188,Bergstraße
64689,188,Bergstraße
68649,188,Bergstraße
64646,188,Bergstraße
69434,188,Bergstraße
68623,188,Bergstraße
64686,188,Bergstraße
64678,188,Bergstraße
64653,188,Bergstraße
69509,188,Bergstraße
69239,188,Bergstraße
64668,188,Bergstraße
68519,188,Bergstraße
69483,188,Bergstraße
64673,188,Bergstraße
0,188,Bergstraße
37318,189,Eichsfeld – Nordhausen – Kyffhäuserkreis
37318,189,Eichsfeld – Nordhausen – Kyffhäuserkreis
37339,189,Eichsfeld – Nordhausen – Kyffhäuserkreis
37318,189,Eichsfeld – Nordhausen – Kyffhäuserkreis
37308,189,Eichsfeld – Nordhausen – Kyffhäuserkreis
37318,189,Eichsfeld – Nordhausen – Kyffhäuserkreis
37339,189,Eichsfeld – Nordhausen – Kyffhäuserkreis
37339,189,Eichsfeld – Nordhausen – Kyffhäuserkreis
37359,189,Eichsfeld – Nordhausen – Kyffhäuserkreis
37339,189,Eichsfeld – Nordhausen – Kyffhäuserkreis
37318,189,Eichsfeld – Nordhausen – Kyffhäuserkreis
37318,189,Eichsfeld – Nordhausen – Kyffhäuserkreis
37318,189,Eichsfeld – Nordhausen – Kyffhäuserkreis
37339,189,Eichsfeld – Nordhausen – Kyffhäuserkreis
37359,189,Eichsfeld – Nordhausen – Kyffhäuserkreis
37318,189,Eichsfeld – Nordhausen – Kyffhäuserkreis
